#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 550500      3.50e-01    3.03e-01      1.23e-03    2.06e-03      4.29e-02    3.71e-02    6.6e-05
 550600      2.66e-01    3.04e-01      1.81e-03    1.28e-03      3.25e-02    3.72e-02    6.6e-05
 550700      7.37e-01    3.39e-01      8.84e-03    9.24e-03      8.89e-02    3.99e-02    6.6e-05
 550800      3.07e-01    7.15e-01      4.10e-03    7.44e-03      3.73e-02    8.72e-02    6.6e-05
 550900      7.07e-01    3.14e-01      5.68e-03    7.77e-03      8.60e-02    3.72e-02    6.6e-05
 551000      3.08e-01    4.10e-01      4.65e-03    3.92e-03      3.73e-02    5.00e-02    6.6e-05
 551100      2.60e-01    2.70e-01      2.77e-03    2.47e-03      3.16e-02    3.30e-02    6.6e-05
 551200      3.28e-01    3.10e-01      8.18e-03    7.78e-03      3.89e-02    3.68e-02    6.6e-05
 551300      3.03e-01    3.00e-01      2.59e-03    3.50e-03      3.70e-02    3.65e-02    6.6e-05
 551400      4.37e-01    2.93e-01      3.85e-03    6.56e-04      5.33e-02    3.58e-02    6.6e-05
 551500      2.80e-01    4.61e-01      5.89e-04    5.06e-03      3.43e-02    5.62e-02    6.6e-05
 551600      2.90e-01    2.73e-01      5.63e-03    4.79e-03      3.48e-02    3.29e-02    6.6e-05
 551700      3.48e-01    1.79e+00      1.67e-03    8.83e-03      4.26e-02    2.20e-01    6.6e-05
 551800      3.02e-01    3.24e-01      6.21e-03    8.40e-03      3.58e-02    3.83e-02    6.6e-05
 551900      2.93e-01    2.64e-01      1.90e-03    9.47e-04      3.58e-02    3.23e-02    6.6e-05
 552000      3.03e-01    2.94e-01      1.41e-03    1.54e-03      3.71e-02    3.60e-02    6.6e-05
 552100      2.85e-01    3.10e-01      2.54e-03    1.45e-03      3.47e-02    3.80e-02    6.6e-05
 552200      2.85e-01    2.88e-01      6.82e-04    9.32e-04      3.49e-02    3.53e-02    6.6e-05
 552300      3.06e-01    2.98e-01      1.88e-03    2.37e-03      3.74e-02    3.64e-02    6.6e-05
 552400      2.88e-01    2.96e-01      3.66e-03    3.63e-03      3.50e-02    3.60e-02    6.6e-05
 552500      2.67e-01    2.85e-01      1.78e-03    3.27e-03      3.26e-02    3.47e-02    6.6e-05
 552600      2.77e-01    2.86e-01      1.17e-03    1.21e-03      3.40e-02    3.50e-02    6.6e-05
 552700      3.24e-01    2.81e-01      7.24e-03    7.57e-03      3.87e-02    3.31e-02    6.6e-05
 552800      3.19e-01    3.15e-01      7.64e-03    3.25e-03      3.79e-02    3.83e-02    6.6e-05
 552900      3.21e-01    4.55e-01      6.17e-03    1.18e-02      3.85e-02    5.38e-02    6.6e-05
 553000      2.85e-01    2.72e-01      7.90e-03    7.07e-03      3.35e-02    3.22e-02    6.6e-05
 553100      2.99e-01    3.57e-01      6.82e-03    4.94e-03      3.57e-02    4.34e-02    6.6e-05
 553200      2.89e-01    2.85e-01      4.99e-03    4.00e-03      3.48e-02    3.46e-02    6.6e-05
 553300      2.95e-01    6.97e-01      4.64e-03    6.38e-03      3.57e-02    8.50e-02    6.6e-05
 553400      2.55e-01    3.81e-01      2.62e-03    4.47e-03      3.10e-02    4.64e-02    6.6e-05
 553500      2.45e-01    2.80e-01      1.77e-03    1.48e-03      3.00e-02    3.43e-02    6.6e-05
 553600      2.98e-01    2.71e-01      8.49e-04    9.51e-04      3.65e-02    3.32e-02    6.6e-05
 553700      2.96e-01    2.82e-01      1.40e-03    2.51e-03      3.62e-02    3.44e-02    6.6e-05
 553800      7.37e-01    2.57e-01      4.61e-03    1.32e-03      9.02e-02    3.14e-02    6.6e-05
 553900      2.74e-01    3.52e-01      1.65e-03    3.21e-03      3.36e-02    4.30e-02    6.6e-05
 554000      3.00e-01    2.77e-01      3.52e-03    2.75e-03      3.65e-02    3.37e-02    6.6e-05
 554100      2.93e-01    2.91e-01      2.82e-03    3.68e-03      3.57e-02    3.53e-02    6.6e-05
 554200      2.70e-01    2.68e-01      6.08e-03    4.58e-03      3.21e-02    3.24e-02    6.6e-05
 554300      3.11e-01    2.86e-01      8.81e-03    8.59e-03      3.65e-02    3.34e-02    6.6e-05
 554400      2.72e-01    2.84e-01      3.56e-03    3.83e-03      3.30e-02    3.45e-02    6.6e-05
 554500      2.81e-01    2.97e-01      8.20e-03    7.93e-03      3.30e-02    3.51e-02    6.6e-05
 554600      3.25e-01    3.17e-01      1.67e-02    1.07e-02      3.43e-02    3.67e-02    6.6e-05
 554700      3.03e-01    2.67e-01      6.24e-03    5.34e-03      3.63e-02    3.21e-02    6.6e-05
 554800      2.44e-01    2.61e-01      1.06e-03    1.84e-03      2.98e-02    3.20e-02    6.6e-05
 554900      3.05e-01    2.81e-01      8.29e-04    7.24e-04      3.73e-02    3.44e-02    6.6e-05
 555000      3.29e-01    2.64e-01      4.81e-03    1.54e-03      4.02e-02    3.27e-02    6.4e-05
 555100      2.68e-01    2.82e-01      9.64e-04    7.53e-04      3.32e-02    3.49e-02    6.4e-05
 555200      3.39e-01    2.81e-01      4.05e-03    3.85e-03      4.17e-02    3.46e-02    6.4e-05
 555300      2.96e-01    2.75e-01      1.02e-02    1.01e-02      3.45e-02    3.17e-02    6.4e-05
 555400      2.20e-01    2.66e-01      7.10e-04    7.78e-04      2.73e-02    3.30e-02    6.4e-05
 555500      2.68e-01    2.95e-01      2.32e-03    2.17e-03      3.31e-02    3.65e-02    6.4e-05
 555600      3.94e-01    3.36e-01      1.75e-02    1.71e-02      4.39e-02    3.60e-02    6.4e-05
 555700      2.73e-01    2.61e-01      1.84e-03    1.72e-03      3.38e-02    3.23e-02    6.4e-05
 555800      2.55e-01    2.79e-01      5.37e-03    4.94e-03      3.10e-02    3.41e-02    6.4e-05
 555900      3.41e-01    3.31e-01      2.09e-02    2.03e-02      3.36e-02    3.24e-02    6.4e-05
 556000      2.93e-01    2.87e-01      8.81e-03    9.77e-03      3.46e-02    3.35e-02    6.4e-05
 556100      2.50e-01    4.56e-01      1.20e-03    2.31e-03      3.09e-02    5.64e-02    6.4e-05
 556200      2.38e-01    2.92e-01      1.30e-03    1.69e-03      2.95e-02    3.61e-02    6.4e-05
 556300      2.69e-01    2.84e-01      4.62e-03    5.01e-03      3.29e-02    3.47e-02    6.4e-05
 556400      3.43e-01    3.28e-01      1.50e-02    1.49e-02      3.81e-02    3.62e-02    6.4e-05
 556500      2.76e-01    2.45e-01      2.37e-03    1.90e-03      3.40e-02    3.04e-02    6.4e-05
 556600      2.87e-01    2.95e-01      4.55e-03    3.82e-03      3.51e-02    3.63e-02    6.4e-05
 556700      3.04e-01    4.75e-01      1.85e-02    1.65e-02      3.01e-02    5.52e-02    6.4e-05
 556800      2.42e-01    2.67e-01      2.06e-03    1.83e-03      2.98e-02    3.31e-02    6.4e-05
 556900      2.52e-01    2.73e-01      2.16e-03    1.63e-03      3.12e-02    3.39e-02    6.4e-05
 557000      2.47e-01    2.75e-01      5.87e-03    4.79e-03      2.97e-02    3.36e-02    6.4e-05
 557100      3.82e-01    2.67e-01      5.00e-03    3.25e-03      4.69e-02    3.29e-02    6.4e-05
 557200      2.89e-01    2.48e-01      6.32e-03    5.68e-03      3.50e-02    2.99e-02    6.4e-05
 557300      3.60e-01    3.70e-01      2.09e-02    2.19e-02      3.63e-02    3.70e-02    6.4e-05
 557400      3.27e-01    1.04e+00      1.58e-02    1.37e-02      3.55e-02    1.27e-01    6.4e-05
 557500      3.63e-01    3.58e-01      2.37e-02    2.13e-02      3.43e-02    3.57e-02    6.4e-05
 557600      2.47e-01    2.83e-01      3.16e-03    2.04e-03      3.03e-02    3.50e-02    6.4e-05
 557700      3.30e-01    3.50e-01      7.17e-03    6.78e-03      3.99e-02    4.26e-02    6.4e-05
 557800      2.59e-01    3.16e-01      1.08e-03    3.83e-03      3.21e-02    3.90e-02    6.4e-05
 557900      2.52e-01    2.90e-01      4.00e-04    8.10e-04      3.12e-02    3.60e-02    6.4e-05
 558000      5.83e-01    2.91e-01      1.60e-03    1.18e-03      7.23e-02    3.61e-02    6.4e-05
 558100      2.73e-01    2.87e-01      1.26e-03    1.39e-03      3.39e-02    3.56e-02    6.4e-05
 558200      2.96e-01    2.66e-01      6.41e-03    7.55e-03      3.59e-02    3.16e-02    6.4e-05
 558300      2.55e-01    2.76e-01      7.40e-04    9.86e-04      3.16e-02    3.42e-02    6.4e-05
 558400      2.84e-01    4.78e-01      8.70e-03    7.44e-03      3.36e-02    5.86e-02    6.4e-05
 558500      2.79e-01    2.68e-01      2.34e-03    2.26e-03      3.45e-02    3.31e-02    6.4e-05
 558600      2.62e-01    3.08e-01      5.06e-03    2.50e-03      3.19e-02    3.81e-02    6.4e-05
 558700      2.65e-01    2.86e-01      3.55e-03    8.39e-04      3.25e-02    3.55e-02    6.4e-05
 558800      2.92e-01    2.79e-01      5.66e-03    5.16e-03      3.55e-02    3.40e-02    6.4e-05
 558900      2.54e-01    2.97e-01      1.49e-03    1.78e-03      3.14e-02    3.68e-02    6.4e-05
 559000      2.71e-01    4.93e-01      7.73e-04    2.23e-03      3.36e-02    6.11e-02    6.4e-05
 559100      2.66e-01    2.73e-01      4.56e-03    4.70e-03      3.25e-02    3.33e-02    6.4e-05
 559200      2.92e-01    2.55e-01      7.57e-04    7.85e-04      3.62e-02    3.16e-02    6.4e-05
 559300      2.40e-01    2.62e-01      1.65e-03    1.77e-03      2.97e-02    3.24e-02    6.4e-05
 559400      2.55e-01    2.77e-01      6.88e-04    9.95e-04      3.17e-02    3.44e-02    6.4e-05
 559500      2.90e-01    2.71e-01      1.76e-03    2.59e-03      3.59e-02    3.35e-02    6.4e-05
 559600      3.40e-01    2.75e-01      2.40e-03    1.90e-03      4.20e-02    3.41e-02    6.4e-05
 559700      2.99e-01    2.68e-01      6.94e-04    2.01e-03      3.71e-02    3.32e-02    6.4e-05
 559800      2.60e-01    2.84e-01      5.02e-03    4.94e-03      3.16e-02    3.47e-02    6.4e-05
 559900      2.44e-01    2.58e-01      9.99e-04    9.48e-04      3.03e-02    3.20e-02    6.4e-05
 560000      3.17e-01    3.59e-01      2.13e-02    2.21e-02      2.96e-02    3.56e-02    6.2e-05
 560100      3.05e-01    3.66e-01      8.96e-04    7.38e-04      3.83e-02    4.60e-02    6.2e-05
 560200      3.02e-01    3.36e-01      1.97e-02    1.99e-02      2.87e-02    3.40e-02    6.2e-05
 560300      2.49e-01    2.78e-01      3.85e-03    4.91e-03      3.09e-02    3.43e-02    6.2e-05
 560400      2.78e-01    2.91e-01      6.58e-03    5.26e-03      3.39e-02    3.60e-02    6.2e-05
 560500      2.69e-01    4.47e-01      9.75e-03    8.62e-03      3.15e-02    5.52e-02    6.2e-05
 560600      2.61e-01    2.65e-01      6.89e-03    6.78e-03      3.17e-02    3.22e-02    6.2e-05
 560700      2.67e-01    2.53e-01      1.07e-03    1.11e-03      3.35e-02    3.18e-02    6.2e-05
 560800      2.89e-01    3.06e-01      1.51e-02    1.33e-02      3.10e-02    3.46e-02    6.2e-05
 560900      3.13e-01    2.96e-01      1.79e-02    1.54e-02      3.17e-02    3.18e-02    6.2e-05
 561000      2.65e-01    2.64e-01      3.77e-03    3.30e-03      3.29e-02    3.29e-02    6.2e-05
 561100      2.84e-01    3.16e-01      1.51e-02    1.50e-02      3.01e-02    3.49e-02    6.2e-05
 561200      2.95e-01    2.80e-01      4.63e-03    4.49e-03      3.65e-02    3.47e-02    6.2e-05
 561300      4.18e-01    2.89e-01      2.18e-02    1.13e-02      4.42e-02    3.34e-02    6.2e-05
 561400      2.80e-01    2.84e-01      8.55e-03    6.97e-03      3.29e-02    3.46e-02    6.2e-05
 561500      2.55e-01    2.72e-01      2.91e-03    2.54e-03      3.18e-02    3.41e-02    6.2e-05
 561600      5.26e-01    2.60e-01      3.07e-03    3.58e-03      6.59e-02    3.23e-02    6.2e-05
 561700      2.77e-01    2.60e-01      3.52e-03    1.74e-03      3.42e-02    3.26e-02    6.2e-05
 561800      2.75e-01    2.76e-01      1.19e-03    1.35e-03      3.45e-02    3.46e-02    6.2e-05
 561900      2.86e-01    2.76e-01      2.73e-03    2.18e-03      3.57e-02    3.46e-02    6.2e-05
 562000      5.47e-01    5.41e-01      2.88e-02    2.38e-02      5.85e-02    6.11e-02    6.2e-05
 562100      3.54e-01    2.87e-01      2.59e-03    3.62e-03      4.43e-02    3.58e-02    6.2e-05
 562200      2.44e-01    2.83e-01      3.30e-03    2.15e-03      3.04e-02    3.55e-02    6.2e-05
 562300      2.52e-01    2.89e-01      1.63e-03    1.11e-03      3.15e-02    3.63e-02    6.2e-05
 562400      2.90e-01    2.61e-01      1.12e-03    1.08e-03      3.64e-02    3.28e-02    6.2e-05
 562500      1.60e+00    5.30e-01      7.94e-02    3.29e-02      1.73e-01    5.23e-02    6.2e-05
 562600      2.94e-01    3.08e-01      4.16e-03    4.18e-03      3.66e-02    3.83e-02    6.2e-05
 562700      2.83e-01    2.77e-01      1.65e-03    1.66e-03      3.54e-02    3.47e-02    6.2e-05
 562800      2.92e-01    3.07e-01      4.64e-03    4.41e-03      3.62e-02    3.82e-02    6.2e-05
 562900      2.71e-01    2.79e-01      9.37e-03    9.94e-03      3.19e-02    3.28e-02    6.2e-05
 563000      3.23e-01    3.27e-01      5.09e-03    5.95e-03      3.99e-02    4.04e-02    6.2e-05
 563100      3.98e-01    1.35e+00      1.16e-02    4.29e-02      4.78e-02    1.60e-01    6.2e-05
 563200      3.55e-01    3.24e-01      1.55e-02    1.32e-02      3.91e-02    3.73e-02    6.2e-05
 563300      3.22e-01    3.01e-01      5.28e-03    8.36e-03      3.98e-02    3.64e-02    6.2e-05
 563400      2.79e-01    3.09e-01      8.57e-04    1.94e-03      3.51e-02    3.87e-02    6.2e-05
 563500      2.44e-01    2.61e-01      2.92e-03    3.17e-03      3.04e-02    3.25e-02    6.2e-05
 563600      3.57e-01    3.54e-01      8.30e-03    7.25e-03      4.33e-02    4.35e-02    6.2e-05
 563700      2.92e-01    3.03e-01      4.06e-03    4.01e-03      3.64e-02    3.78e-02    6.2e-05
 563800      2.59e-01    3.29e-01      2.30e-03    1.61e-03      3.23e-02    4.12e-02    6.2e-05
 563900      2.82e-01    2.89e-01      6.69e-03    5.80e-03      3.44e-02    3.56e-02    6.2e-05
 564000      2.77e-01    2.68e-01      1.57e-03    8.50e-04      3.47e-02    3.36e-02    6.2e-05
 564100      2.80e-01    2.71e-01      9.87e-04    1.61e-03      3.52e-02    3.40e-02    6.2e-05
 564200      2.91e-01    1.60e+00      2.52e-03    1.62e-02      3.63e-02    2.00e-01    6.2e-05
 564300      4.44e-01    3.18e-01      5.22e-03    4.19e-03      5.51e-02    3.96e-02    6.2e-05
 564400      2.82e-01    2.95e-01      4.31e-04    1.71e-03      3.55e-02    3.69e-02    6.2e-05
 564500      3.00e-01    2.80e-01      5.36e-03    4.73e-03      3.71e-02    3.47e-02    6.2e-05
 564600      3.02e-01    2.96e-01      1.07e-02    9.99e-03      3.54e-02    3.51e-02    6.2e-05
 564700      3.02e-01    3.04e-01      1.50e-02    1.49e-02      3.29e-02    3.34e-02    6.2e-05
 564800      2.83e-01    2.76e-01      2.73e-03    3.93e-03      3.53e-02    3.43e-02    6.2e-05
 564900      2.90e-01    2.40e-01      4.64e-03    3.15e-03      3.60e-02    2.99e-02    6.2e-05
 565000      2.65e-01    2.47e-01      1.76e-03    1.39e-03      3.36e-02    3.13e-02    6.1e-05
 565100      2.92e-01    2.53e-01      1.80e-03    2.76e-03      3.70e-02    3.20e-02    6.1e-05
 565200      2.70e-01    2.54e-01      2.51e-03    1.96e-03      3.41e-02    3.22e-02    6.1e-05
 565300      2.55e-01    3.13e-01      4.94e-04    1.82e-03      3.24e-02    3.97e-02    6.1e-05
 565400      2.91e-01    2.42e-01      5.14e-03    5.40e-03      3.64e-02    3.00e-02    6.1e-05
 565500      2.66e-01    2.63e-01      1.76e-03    2.55e-03      3.38e-02    3.32e-02    6.1e-05
 565600      2.65e-01    2.70e-01      2.56e-03    2.79e-03      3.35e-02    3.42e-02    6.1e-05
 565700      2.44e-01    2.67e-01      6.88e-04    1.40e-03      3.10e-02    3.39e-02    6.1e-05
 565800      2.88e-01    2.75e-01      1.56e-03    6.99e-04      3.65e-02    3.49e-02    6.1e-05
 565900      2.80e-01    2.56e-01      8.46e-04    9.02e-04      3.56e-02    3.25e-02    6.1e-05
 566000      3.60e-01    2.57e-01      4.01e-03    1.17e-03      4.55e-02    3.27e-02    6.1e-05
 566100      2.67e-01    2.47e-01      8.87e-04    9.89e-04      3.39e-02    3.14e-02    6.1e-05
 566200      3.44e-01    2.83e-01      1.04e-03    1.23e-03      4.38e-02    3.59e-02    6.1e-05
 566300      2.68e-01    2.96e-01      7.65e-04    1.51e-03      3.41e-02    3.76e-02    6.1e-05
 566400      2.50e-01    2.55e-01      1.61e-03    2.18e-03      3.17e-02    3.22e-02    6.1e-05
 566500      3.40e-01    3.00e-01      4.02e-03    5.72e-03      4.29e-02    3.75e-02    6.1e-05
 566600      2.80e-01    2.86e-01      8.18e-03    8.23e-03      3.41e-02    3.48e-02    6.1e-05
 566700      2.80e-01    2.57e-01      4.70e-03    4.25e-03      3.49e-02    3.23e-02    6.1e-05
 566800      3.04e-01    2.73e-01      1.71e-03    3.58e-03      3.85e-02    3.44e-02    6.1e-05
 566900      2.53e-01    2.81e-01      6.24e-03    6.24e-03      3.11e-02    3.48e-02    6.1e-05
 567000      2.75e-01    2.83e-01      6.17e-03    6.67e-03      3.40e-02    3.49e-02    6.1e-05
 567100      2.49e-01    2.62e-01      1.86e-03    1.20e-03      3.15e-02    3.33e-02    6.1e-05
 567200      2.54e-01    2.68e-01      2.70e-03    2.54e-03      3.21e-02    3.40e-02    6.1e-05
 567300      2.88e-01    2.84e-01      1.98e-03    2.22e-03      3.65e-02    3.60e-02    6.1e-05
 567400      2.81e-01    2.56e-01      5.30e-03    4.64e-03      3.50e-02    3.19e-02    6.1e-05
 567500      2.70e-01    2.78e-01      1.97e-03    2.93e-03      3.42e-02    3.52e-02    6.1e-05
 567600      2.82e-01    2.61e-01      1.76e-03    1.60e-03      3.58e-02    3.31e-02    6.1e-05
 567700      2.53e-01    2.87e-01      2.65e-03    2.76e-03      3.20e-02    3.63e-02    6.1e-05
 567800      2.63e-01    2.82e-01      6.30e-03    6.17e-03      3.25e-02    3.50e-02    6.1e-05
 567900      2.90e-01    2.77e-01      2.91e-03    1.24e-03      3.66e-02    3.51e-02    6.1e-05
 568000      2.84e-01    2.78e-01      1.06e-02    1.00e-02      3.35e-02    3.29e-02    6.1e-05
 568100      2.71e-01    2.64e-01      6.61e-04    6.64e-04      3.45e-02    3.35e-02    6.1e-05
 568200      4.28e-01    3.44e-01      6.47e-03    6.48e-03      5.35e-02    4.29e-02    6.1e-05
 568300      2.53e-01    2.68e-01      6.98e-04    1.40e-03      3.22e-02    3.40e-02    6.1e-05
 568400      7.39e-01    6.70e-01      4.31e-02    3.76e-02      7.51e-02    7.05e-02    6.1e-05
 568500      3.22e-01    3.04e-01      5.80e-03    3.08e-03      4.00e-02    3.84e-02    6.1e-05
 568600      3.01e-01    2.78e-01      5.04e-03    2.76e-03      3.76e-02    3.52e-02    6.1e-05
 568700      2.84e-01    3.08e-01      6.02e-03    4.04e-03      3.53e-02    3.89e-02    6.1e-05
 568800      3.27e-01    4.17e-01      1.38e-02    9.44e-03      3.75e-02    5.16e-02    6.1e-05
 568900      5.74e-01    2.95e-01      8.66e-03    1.26e-02      7.09e-02    3.39e-02    6.1e-05
 569000      2.51e-01    4.42e-01      2.06e-03    7.49e-03      3.17e-02    5.53e-02    6.1e-05
 569100      3.14e-01    2.86e-01      3.38e-03    2.98e-03      3.96e-02    3.61e-02    6.1e-05
 569200      3.11e-01    2.79e-01      3.67e-03    1.91e-03      3.90e-02    3.54e-02    6.1e-05
 569300      2.87e-01    2.71e-01      6.17e-03    6.30e-03      3.57e-02    3.35e-02    6.1e-05
 569400      2.46e-01    2.85e-01      4.60e-03    3.71e-03      3.06e-02    3.59e-02    6.1e-05
 569500      3.05e-01    2.55e-01      6.07e-03    5.36e-03      3.79e-02    3.17e-02    6.1e-05
 569600      3.34e-01    5.47e+01      4.80e-04    1.26e-01      4.25e-02    6.95e+00    6.1e-05
 569700      3.53e-01    3.58e-01      1.57e-02    1.80e-02      4.02e-02    3.93e-02    6.1e-05
 569800      2.76e-01    2.76e-01      3.79e-03    3.54e-03      3.47e-02    3.48e-02    6.1e-05
 569900      3.20e-01    3.42e-01      1.35e-03    1.82e-03      4.06e-02    4.35e-02    6.1e-05
 570000      3.00e-01    2.78e-01      9.19e-04    1.00e-03      3.85e-02    3.58e-02    5.9e-05
 570100      2.74e-01    2.64e-01      2.49e-03    3.41e-03      3.51e-02    3.37e-02    5.9e-05
 570200      2.69e-01    3.14e-01      3.23e-03    3.24e-03      3.44e-02    4.01e-02    5.9e-05
 570300      3.40e-01    3.63e-01      7.93e-03    3.30e-03      4.24e-02    4.65e-02    5.9e-05
 570400      3.05e-01    2.86e-01      2.30e-03    9.38e-04      3.91e-02    3.67e-02    5.9e-05
 570500      2.75e-01    5.03e-01      8.91e-04    1.69e-03      3.53e-02    6.47e-02    5.9e-05
